Original: accept|charset , predicted 1st: add
Original: is|dir , predicted 1st: is
Original: set|queue|info , predicted 1st: set|up
Original: generate , predicted 1st: test
Original: address , predicted 1st: get
Original: convert|to|proto|format , predicted 1st: get
Original: is|excluded , predicted 1st: is
Original: remove|callback , predicted 1st: remove
Original: id , predicted 1st: add
Original: run|job , predicted 1st: get
Original: start|storage , predicted 1st: create|entry
Original: unpack , predicted 1st: get
Original: onmouseup , predicted 1st: add
Original: set|start|range , predicted 1st: set|up
Original: should|allow|standby|reads , predicted 1st: get
Original: get|conf|for|other|node , predicted 1st: get|resource
Original: build|token|service|prefix|for|logical|uri , predicted 1st: get
Original: maybe|init|builder , predicted 1st: run
Original: maybe|init|builder , predicted 1st: set
Original: start|decommission , predicted 1st: add
Original: remove|acl|entries , predicted 1st: write
Original: i , predicted 1st: get
Original: get|job|attempts , predicted 1st: get
Original: render , predicted 1st: test|up
Original: get|history|info , predicted 1st: get|type
Original: set|failover|configurations , predicted 1st: get|model
Original: cite , predicted 1st: get
Original: update|token , predicted 1st: set
Original: id , predicted 1st: add
Original: hreflang , predicted 1st: add
Original: create , predicted 1st: create
Original: close , predicted 1st: test|up
Original: maybe|init|builder , predicted 1st: run
Original: onblur , predicted 1st: add
Original: new|instance , predicted 1st: get
Original: maybe|init|builder , predicted 1st: run
Original: unescape|path|component , predicted 1st: get
Original: get|client|handler , predicted 1st: get
Original: create|file|system , predicted 1st: get|file
Original: get|reduce|output|records , predicted 1st: get
Original: get|file|status , predicted 1st: get|file
Original: get|summarizer , predicted 1st: get
Original: get|services , predicted 1st: get
Original: get|attribute , predicted 1st: get|name
Original: h , predicted 1st: get
Original: convert|to|proto|format , predicted 1st: get
Original: accept , predicted 1st: add
Original: samp , predicted 1st: get
Original: refresh|admin|acls , predicted 1st: test|up
Original: init|local|node|manager|infos|list , predicted 1st: run
Original: maybe|init|builder , predicted 1st: run
Original: get|working|directory , predicted 1st: get|default
Original: init|local|container|ids , predicted 1st: add
Original: get|datanode|by|xfer|addr , predicted 1st: get
Original: pre , predicted 1st: get
Original: i , predicted 1st: get
Original: h , predicted 1st: get
Original: merge|local|to|builder , predicted 1st: add
Original: set|recursive , predicted 1st: set
Original: pre|head , predicted 1st: set|up
Original: set|next|directory|input|stream , predicted 1st: write
Original: merge|local|to|builder , predicted 1st: set
Original: iterator , predicted 1st: get
Original: logs , predicted 1st: test
Original: get|content|summary , predicted 1st: get|file
Original: loop|until|connected , predicted 1st: test
Original: class , predicted 1st: add
Original: get|usage|string , predicted 1st: get
Original: conf|page , predicted 1st: get|display
Original: name , predicted 1st: add
Original: id , predicted 1st: add
Original: create|x|attr|map , predicted 1st: get
Original: hash , predicted 1st: get
Original: task|page , predicted 1st: get|resource
Original: map , predicted 1st: get
Original: kbd , predicted 1st: get
Original: resolved|address|from|datanode|id , predicted 1st: get|instance
Original: get|proto , predicted 1st: get
Original: get|job|types , predicted 1st: get
Original: convert|to|proto|format , predicted 1st: to
Original: get|current|block|replication , predicted 1st: get|element
Original: configure|high|ram|properties , predicted 1st: set|up
Original: onmouseout , predicted 1st: add
Original: maybe|init|builder , predicted 1st: run
Original: q , predicted 1st: get
Original: get|application|types , predicted 1st: get|name
Original: run , predicted 1st: get
Original: get|volume|ids , predicted 1st: get
Original: remove|task|report , predicted 1st: remove
Original: set|replication , predicted 1st: get
Original: publish|data|statistics , predicted 1st: get
Original: set|application|states , predicted 1st: set
Original: get|job , predicted 1st: get
Original: scan|directory|for|history|files , predicted 1st: get|file
Original: set|value , predicted 1st: set|value
Original: value , predicted 1st: add
Original: get|proto , predicted 1st: get
Original: set|times , predicted 1st: set|up
Original: set , predicted 1st: get
Original: pack , predicted 1st: add
Original: get|file|checksum , predicted 1st: get|file
Original: a , predicted 1st: get
Original: user|has|administrator|access , predicted 1st: is|user|user
Original: get|scheme , predicted 1st: get|name
Original: find|or|make|emitter , predicted 1st: get|type
Original: maybe|init|builder , predicted 1st: run
Original: get|method|name , predicted 1st: get|name
Original: get|cluster|metrics , predicted 1st: get
Original: r , predicted 1st: get
Original: id , predicted 1st: add
Original: remove|token|master|key , predicted 1st: remove
Original: init|storage , predicted 1st: set
Original: get|protocol|version , predicted 1st: get|resource
Original: print|single|distribution|data , predicted 1st: do
Original: print|distribution|set , predicted 1st: do
Original: set|permission , predicted 1st: write
Original: get|application|id , predicted 1st: get|id
Original: convert|to|proto|format , predicted 1st: get|user
Original: get|units , predicted 1st: get
Original: merge|local|to|builder , predicted 1st: run
Original: get|default|block|size , predicted 1st: get|default
Original: make|absolute , predicted 1st: create
Original: read|fields , predicted 1st: write
Original: wait|for , predicted 1st: test
Original: value , predicted 1st: add
Original: bq , predicted 1st: get
Original: b , predicted 1st: get
Original: init|local|application|attempts|list , predicted 1st: run
Original: height , predicted 1st: add
Original: br , predicted 1st: get
Original: get|replication , predicted 1st: get
Original: get|output|records , predicted 1st: get
Original: get|tmax , predicted 1st: get
Original: get|job|counters , predicted 1st: get
Original: label , predicted 1st: add
Original: src , predicted 1st: add
Original: open , predicted 1st: get
Original: class , predicted 1st: add
Original: set|replication , predicted 1st: get
Original: echo , predicted 1st: run
Original: set|container|list , predicted 1st: set
Original: cancel|delegation|token , predicted 1st: write
Original: get|all|file|info , predicted 1st: create
Original: main , predicted 1st: run
Original: test|remove|x|attr|permissions , predicted 1st: create|entry
Original: run , predicted 1st: remove
Original: run , predicted 1st: remove
Original: run , predicted 1st: remove
Original: run , predicted 1st: remove
Original: run , predicted 1st: remove
Original: run , predicted 1st: remove
Original: create|url , predicted 1st: get
Original: sup , predicted 1st: get
Original: id , predicted 1st: add
Original: init|application|types , predicted 1st: run
Original: get|proxyuser|configuration , predicted 1st: get
Original: del , predicted 1st: get
Original: generate|record , predicted 1st: get
Original: get|home|directory , predicted 1st: get
Original: release|and|rethrow , predicted 1st: write
Original: fixed|bytes , predicted 1st: get
Original: set|task|report , predicted 1st: set|up
Original: close|storage , predicted 1st: run
Original: button , predicted 1st: get
Original: get|underlying|counter , predicted 1st: get
Original: attempts , predicted 1st: set
Original: usemap , predicted 1st: add
Original: get|container|statuses , predicted 1st: get
Original: generate|graph|viz , predicted 1st: get|name
Original: job|page , predicted 1st: get
Original: id , predicted 1st: add
Original: add|internal|servlet , predicted 1st: add
Original: merge|local|to|builder , predicted 1st: run
Original: open , predicted 1st: create
Original: get|num|datanodes|in|service , predicted 1st: get|instance
Original: h , predicted 1st: get
Original: get|parent , predicted 1st: get
Original: get|delegation|token , predicted 1st: get
Original: emit|metric , predicted 1st: write
Original: h , predicted 1st: get
Original: compiled , predicted 1st: get
Original: get|proto , predicted 1st: get
Original: get|output|bytes , predicted 1st: get
Original: get|reduce|output|bytes , predicted 1st: get
Original: get|map|count , predicted 1st: get
Original: get|len , predicted 1st: get
Original: button , predicted 1st: get
Original: set|ready|to|become|active , predicted 1st: get
Original: rename|internal , predicted 1st: test|up
Original: get|task|report , predicted 1st: get
Original: get|configuration , predicted 1st: get
Original: init , predicted 1st: test
Original: onselect , predicted 1st: add
Original: new|instance , predicted 1st: get
Original: has|wildcard , predicted 1st: is
Original: mask|seed , predicted 1st: get
Original: get|file|block|locations , predicted 1st: get|file
Original: counters|page , predicted 1st: get|display
Original: br , predicted 1st: get
Original: shutdown|cluster , predicted 1st: test|read
Original: emitter|core , predicted 1st: remove
Original: compare|seed , predicted 1st: get
Original: call , predicted 1st: test
Original: run , predicted 1st: create
Original: make|absolute , predicted 1st: get|name
Original: start , predicted 1st: write
Original: id , predicted 1st: add
Original: class , predicted 1st: add
Original: maybe|init|builder , predicted 1st: run
Original: ol , predicted 1st: get
Original: script , predicted 1st: get
Original: use|logical|uri , predicted 1st: is
Original: hr , predicted 1st: get
Original: object , predicted 1st: get
Original: class , predicted 1st: add
Original: set|units , predicted 1st: set
Original: refresh|loaded|job|cache , predicted 1st: get|up
Original: is|local|mr , predicted 1st: is
Original: id , predicted 1st: add
Original: id , predicted 1st: add
Original: scan|old|dirs|for|job , predicted 1st: get|file
Original: refresh|loaded|job|cache , predicted 1st: get|cache
Original: rel , predicted 1st: add
Original: get|scheme , predicted 1st: get|display|name
Original: get|hadoop|proxy|user|groups , predicted 1st: get|text
Original: register , predicted 1st: update
Original: get|container|report , predicted 1st: get
Original: close , predicted 1st: run
Original: init|queues , predicted 1st: run
Original: is|auto|failover|enabled , predicted 1st: is
Original: set|max|events , predicted 1st: set
Original: do|health|checks , predicted 1st: get
Original: get|file|status , predicted 1st: get|file
Original: label , predicted 1st: get
Original: b , predicted 1st: get
Original: conf|table|init , predicted 1st: get|string
Original: textarea , predicted 1st: get
Original: log|success , predicted 1st: set
Original: get , predicted 1st: get
Original: close|storage , predicted 1st: run
Original: pre|head , predicted 1st: set|up
Original: rename , predicted 1st: create
Original: parse|selector , predicted 1st: get
Original: print|usage , predicted 1st: get
Original: read , predicted 1st: read
Original: emit|metric , predicted 1st: test
Original: load|tokens , predicted 1st: get
Original: img , predicted 1st: get
Original: validate|task|memory|limits , predicted 1st: test
Original: is|element , predicted 1st: is
Original: set|state|internal , predicted 1st: write
Original: get|expected|output , predicted 1st: get|group
Original: get|children|num , predicted 1st: get
Original: get|filter|initializers , predicted 1st: get
Original: h , predicted 1st: get
Original: get|owner , predicted 1st: get
Original: get|proto , predicted 1st: get
Original: set|spec , predicted 1st: set
Original: main , predicted 1st: test
Original: put|metrics , predicted 1st: get
Original: start|threads , predicted 1st: test
Original: small , predicted 1st: get
Original: accesskey , predicted 1st: add
Original: add|unmanaged|listener , predicted 1st: add
Original: find|timestamped|directories , predicted 1st: get
Original: get|child|file|systems , predicted 1st: get|file
Original: can|parse , predicted 1st: read
Original: small , predicted 1st: get
Original: list|status , predicted 1st: get|file
Original: heartbeat|check , predicted 1st: run
Original: generate|ascii|record , predicted 1st: get
Original: table , predicted 1st: get
Original: multiple , predicted 1st: add
Original: id , predicted 1st: add
Original: abbr , predicted 1st: get
Original: name , predicted 1st: add
Original: get|server|defaults , predicted 1st: get
Original: get|x|attr , predicted 1st: get
Original: set|conf , predicted 1st: set|up
Original: shutdown , predicted 1st: run
Original: h , predicted 1st: get
Original: get|value , predicted 1st: get|value
Original: add|filter|path|mapping , predicted 1st: add
Original: destroy|file|systems , predicted 1st: run
Original: print|attr , predicted 1st: set
Original: get|application|list , predicted 1st: get
Original: id , predicted 1st: get
Original: archive|path , predicted 1st: get
Original: usage , predicted 1st: run
Original: cite , predicted 1st: get
Original: class , predicted 1st: add
Original: disabled , predicted 1st: add
Original: get|read|statistics , predicted 1st: get
Original: get|not|ready|reason , predicted 1st: get|name
Original: check|health , predicted 1st: write
Original: print|usage , predicted 1st: get
Original: init|lut , predicted 1st: add
Original: h , predicted 1st: get
Original: get|capacity|used|non|dfs , predicted 1st: get
Original: opt , predicted 1st: add
Original: class , predicted 1st: add
Original: rename|internal , predicted 1st: do
Original: get|hadoop|proxy|user|hosts , predicted 1st: get|text
Original: convert|from|proto|format , predicted 1st: create
Original: get|job|id , predicted 1st: get|id
Original: set|finish|range , predicted 1st: set|up
Original: get|capacity|total , predicted 1st: get|primary
Original: run , predicted 1st: get
Original: cite , predicted 1st: add
Original: get|cache|capacity , predicted 1st: get|cache
Original: hash , predicted 1st: get
Original: pre|head , predicted 1st: set|up
Original: print|usage , predicted 1st: set
Original: read|file , predicted 1st: get|file
Original: get|task|report|count , predicted 1st: get
Original: about , predicted 1st: test
Original: decode|file|name , predicted 1st: get
Original: get|capacity|used , predicted 1st: get|primary
Original: read|fields , predicted 1st: write
Original: emit|metric , predicted 1st: test
Original: maxlength , predicted 1st: add
Original: main , predicted 1st: set
Original: get|type|name , predicted 1st: get|type
Original: test|existing|user , predicted 1st: test|get|name
Original: is|empty|local|name , predicted 1st: is
Original: next|event , predicted 1st: get
Original: get|size , predicted 1st: get
Original: get|x|attrs , predicted 1st: get
Original: new|instance , predicted 1st: get
Original: ol , predicted 1st: get
Original: check|access , predicted 1st: set
Original: counter , predicted 1st: set
Original: i , predicted 1st: get
Original: content , predicted 1st: get|display|name
Original: process|general|options , predicted 1st: get
Original: enforce|root|path , predicted 1st: create
Original: id , predicted 1st: add
Original: indent , predicted 1st: set
Original: sort , predicted 1st: set
Original: id , predicted 1st: add
Original: h , predicted 1st: get
Original: build|token|service|for|logical|uri , predicted 1st: get|text
Original: run , predicted 1st: get
Original: onblur , predicted 1st: add
Original: emit|record , predicted 1st: get
Original: check|manual|state|management|ok , predicted 1st: is
Original: initialize|web|server , predicted 1st: test|get
Original: create|internal , predicted 1st: create
Original: get|finish|range , predicted 1st: get
Original: get|include|child|queues , predicted 1st: is
Original: service|init , predicted 1st: create
Original: set|compressibility , predicted 1st: set
Original: read , predicted 1st: get
Original: ins , predicted 1st: get
Original: init|diagnostics , predicted 1st: run
Original: remove|x|attr , predicted 1st: do
Original: onkeyup , predicted 1st: add
Original: add|directory|to|job|list|cache , predicted 1st: set|file
Original: test|raw|x|attrs , predicted 1st: test|remove
Original: run , predicted 1st: test|entry
Original: run , predicted 1st: test|entry
Original: start , predicted 1st: run
Original: unread|counted|line , predicted 1st: set|up
Original: is|healthy , predicted 1st: is
Original: init|local|queue|user|acls|list , predicted 1st: add
Original: get|remaining|args , predicted 1st: get
Original: get|cache|used , predicted 1st: get|cache
Original: get|group , predicted 1st: get|group
Original: get|proto , predicted 1st: get
Original: remove|default|acl , predicted 1st: do
Original: is|method|supported , predicted 1st: get|method
Original: init|failed|requests , predicted 1st: test|up
Original: set|x|attr , predicted 1st: set
Original: delete|job|from|done , predicted 1st: delete|delete
Original: new|node , predicted 1st: add
Original: get|wrapped|stream , predicted 1st: get
Original: new|instance , predicted 1st: get
Original: class , predicted 1st: add
Original: confirm|force|manual , predicted 1st: create
Original: set|state , predicted 1st: set
Original: height , predicted 1st: add
Original: name , predicted 1st: add
Original: conf|post|table|init , predicted 1st: get|name
Original: set|scope , predicted 1st: set
Original: complete|local|output , predicted 1st: set|file
Original: get|distribution , predicted 1st: get
Original: copy|from|local|file , predicted 1st: set
Original: assert|value|within|range , predicted 1st: test
Original: h , predicted 1st: get
Original: sup , predicted 1st: get
Original: needs|escaping , predicted 1st: is
Original: set|excludes|file , predicted 1st: set|file
Original: b , predicted 1st: get
Original: release , predicted 1st: is
Original: kbd , predicted 1st: get
Original: read , predicted 1st: write
Original: get|scale , predicted 1st: get
Original: validate|files , predicted 1st: get|file
Original: add|protocol , predicted 1st: add
Original: initialize , predicted 1st: get|up
Original: get|token|path , predicted 1st: get|model
Original: rowspan , predicted 1st: add
Original: maybe|uncompressed|path , predicted 1st: get|element
Original: get|proto , predicted 1st: get
Original: check|paths , predicted 1st: do
Original: img , predicted 1st: get
Original: maybe|init|builder , predicted 1st: run
Original: accept , predicted 1st: add
Original: size , predicted 1st: add
Original: get|server|defaults , predicted 1st: get
Original: clear , predicted 1st: method
Original: class , predicted 1st: add
Original: cite , predicted 1st: get
Original: renew|delegation|token , predicted 1st: do
Original: run , predicted 1st: get
Original: style , predicted 1st: add
Original: shape , predicted 1st: add
Original: single|counter|page , predicted 1st: get|resource
Original: load|state , predicted 1st: write
Original: run , predicted 1st: get
Original: form , predicted 1st: get
Original: sup , predicted 1st: get
Original: samp , predicted 1st: get
Original: get|datanodes , predicted 1st: get
Original: nmlogs , predicted 1st: test
Original: write , predicted 1st: write
Original: get|name , predicted 1st: get|name|name
Original: is|token|for|logical|uri , predicted 1st: is
Original: add|fencing|parameters , predicted 1st: set|up
Original: alt , predicted 1st: add
Original: content , predicted 1st: get|display|name
Original: set|retain|days , predicted 1st: set
Original: transition|to|standby , predicted 1st: write
Original: onblur , predicted 1st: add
Original: name , predicted 1st: add
Original: accesskey , predicted 1st: add
Original: list|status , predicted 1st: get
Original: init , predicted 1st: set|up
Original: q , predicted 1st: get
Original: new|instance , predicted 1st: set
Original: render , predicted 1st: test
Original: datetime , predicted 1st: add
Original: print|usage , predicted 1st: run
Original: bdo , predicted 1st: get
Original: get|queues , predicted 1st: get
Original: id , predicted 1st: add
Original: init|file|system , predicted 1st: set|up
Original: add|default|servlets , predicted 1st: add
Original: id , predicted 1st: add
Original: graceful|failover|through|zkf|cs , predicted 1st: get|to
Original: new|instance , predicted 1st: get
Original: clear|space|quota , predicted 1st: set|up
Original: h , predicted 1st: get
Original: code , predicted 1st: get
Original: is|because|safe|mode , predicted 1st: is
Original: maybe|init|builder , predicted 1st: run
Original: create|output|stream , predicted 1st: get
Original: set|job|id , predicted 1st: set|id
Original: get|volume|indexes , predicted 1st: get
Original: init|cluster , predicted 1st: test
Original: get , predicted 1st: get|type
Original: sleep , predicted 1st: set
Original: parse|counter , predicted 1st: get|table
Original: wrap|safe|string , predicted 1st: get
Original: q , predicted 1st: get
Original: merge|local|to|builder , predicted 1st: run
Original: do|filter , predicted 1st: test|get
Original: monitor|health , predicted 1st: read
Original: get|job|id , predicted 1st: get|id
Original: class , predicted 1st: add
Original: merge|local|to|builder , predicted 1st: run
Original: new|instance , predicted 1st: get|user
Original: run , predicted 1st: get
Original: class , predicted 1st: add
Original: get , predicted 1st: get
Original: initialize|hadoop|logs|analyzer , predicted 1st: get
Original: store|token , predicted 1st: read
Original: id , predicted 1st: add
Original: setup , predicted 1st: test|up
Original: set|finish|range , predicted 1st: set
Original: create|direct|decompressor , predicted 1st: get
Original: pkg|name , predicted 1st: get
Original: get|symlink , predicted 1st: get
Original: init , predicted 1st: test|up
Original: clear , predicted 1st: run
Original: class , predicted 1st: add
Original: get|file|status , predicted 1st: get|file
Original: ins , predicted 1st: get
Original: create|cluster , predicted 1st: test|up
Original: disabled , predicted 1st: add
Original: table , predicted 1st: get
Original: create|job|submitter , predicted 1st: get
Original: test|set|x|attr , predicted 1st: test|remove
Original: write|dist|cache|data , predicted 1st: test|up
Original: get|node|reports , predicted 1st: get|node
Original: set|space|quota , predicted 1st: set|up
Original: class , predicted 1st: add
Original: h , predicted 1st: get
Original: get|proto , predicted 1st: get
Original: h , predicted 1st: get
Original: try|creating|history|dirs , predicted 1st: get
Original: refresh|user|to|groups|mappings , predicted 1st: test|up
Original: set|acl , predicted 1st: read
Original: id , predicted 1st: add
Original: test|no|user|given , predicted 1st: test|get|user
Original: get|proto , predicted 1st: get
Original: convert , predicted 1st: get
Original: dfn , predicted 1st: get
Original: sub , predicted 1st: get
Original: close|storage , predicted 1st: run
Original: init , predicted 1st: get|name
Original: rel , predicted 1st: add
Original: new|distribution|block , predicted 1st: get
Original: get|job|summary , predicted 1st: create
Original: class , predicted 1st: add
Original: scan|directory , predicted 1st: create|file
Original: transition|to|active , predicted 1st: write
Original: render|partial , predicted 1st: run
Original: create|base|listener , predicted 1st: get
Original: load|token|state , predicted 1st: write
Original: cancel|delegation|token , predicted 1st: write
Original: create|success|log , predicted 1st: add
Original: set|owner , predicted 1st: set
Original: new|instance , predicted 1st: get
Original: usemap , predicted 1st: add
Original: get|job , predicted 1st: get
Original: incorporate|counters , predicted 1st: set|up
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set|file
Original: set , predicted 1st: set|file
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set|up
Original: set , predicted 1st: set|up
Original: set , predicted 1st: set|up
Original: set , predicted 1st: set|up
Original: set , predicted 1st: set
Original: merge|local|to|builder , predicted 1st: add
Original: apply , predicted 1st: get
Original: main , predicted 1st: run
Original: create|x|attr|names , predicted 1st: get
Original: get|percent|block|pool|used , predicted 1st: get
Original: class , predicted 1st: add
Original: set|users , predicted 1st: set|up
Original: get|task|logs|url , predicted 1st: get|portlet
Original: tabindex , predicted 1st: add
Original: class , predicted 1st: add
Original: build|splits , predicted 1st: set|file
Original: initialize , predicted 1st: get|up
Original: h , predicted 1st: get
Original: set|container|statuses , predicted 1st: set
Original: id , predicted 1st: add
Original: onchange , predicted 1st: add
Original: class , predicted 1st: add
Original: checked , predicted 1st: add
Original: class , predicted 1st: add
Original: make|qualified , predicted 1st: get|path
Original: compile , predicted 1st: get
Original: get|proto , predicted 1st: get
Original: id , predicted 1st: add
Original: a , predicted 1st: get
Original: monitor|health , predicted 1st: test|up
Original: get|file|id , predicted 1st: get|file|id
Original: destroy , predicted 1st: run
Original: set|queues , predicted 1st: set
Original: page , predicted 1st: get|resource
Original: refresh|log|retention|settings , predicted 1st: run
Original: make|big|integer , predicted 1st: get
Original: get|hadoop|users , predicted 1st: get|resource
Original: bq , predicted 1st: get
Original: compile , predicted 1st: get
Original: delete , predicted 1st: delete
Original: is|ha|enabled , predicted 1st: is
Original: create|hs|proxy|with|refresh|user|mappings|protocol , predicted 1st: get|user
Original: renew|delegation|token , predicted 1st: read
Original: decode|string , predicted 1st: get
Original: textarea , predicted 1st: get
Original: create|io|exception , predicted 1st: create
Original: get|node , predicted 1st: get|node
Original: set|selector , predicted 1st: get
Original: hr , predicted 1st: get
Original: merge|local|to|builder , predicted 1st: set|id
Original: set|permission , predicted 1st: set|up
Original: initialize , predicted 1st: read
Original: select , predicted 1st: get
Original: add|completion|event , predicted 1st: add
Original: unique|sequence|id , predicted 1st: get
Original: get|uri|default|port , predicted 1st: get|default
Original: root , predicted 1st: get
Original: is|ready|to|become|active , predicted 1st: is|to
Original: expand|leftmost , predicted 1st: get
Original: create|file|system , predicted 1st: get|file
Original: refresh , predicted 1st: get
Original: process|task|line , predicted 1st: set|up
Original: task|counters , predicted 1st: set
Original: parse|opts , predicted 1st: get
Original: upload|data , predicted 1st: get
Original: id , predicted 1st: add
Original: init|storage , predicted 1st: read
Original: failover , predicted 1st: write
Original: get|proto , predicted 1st: get
Original: get|includes , predicted 1st: get
Original: sub , predicted 1st: get
Original: get|proto , predicted 1st: get
Original: span , predicted 1st: get
Original: get|application|attempt|id , predicted 1st: get|id
Original: id , predicted 1st: add
Original: stop|threads , predicted 1st: test|test
Original: pre|head , predicted 1st: set|up
Original: h , predicted 1st: get
Original: href , predicted 1st: add
Original: main , predicted 1st: set
Original: remove|acl , predicted 1st: remove
Original: get|address|of|active , predicted 1st: get
Original: pre|head , predicted 1st: set|up
Original: mkdir , predicted 1st: create
Original: class , predicted 1st: add
Original: root , predicted 1st: get
Original: seek , predicted 1st: write
Original: about|page , predicted 1st: get
Original: mkdir , predicted 1st: create
Original: class , predicted 1st: add
Original: add|all|task|reports , predicted 1st: add
Original: set|application|id , predicted 1st: set|id
Original: remove , predicted 1st: remove
Original: set|seed , predicted 1st: set
Original: add|user|conf , predicted 1st: set|up
Original: convert|to|proto|format , predicted 1st: get
Original: test|create|x|attr , predicted 1st: test|remove
Original: job|counters , predicted 1st: set
Original: post , predicted 1st: get
Original: main , predicted 1st: do
Original: add|all|completion|events , predicted 1st: add
Original: needs|quoting , predicted 1st: is
Original: id , predicted 1st: add
Original: list|status , predicted 1st: write
Original: new|instance , predicted 1st: get
Original: mkdirs , predicted 1st: create
Original: load|token , predicted 1st: write
Original: contains , predicted 1st: is
Original: get|task|log|url , predicted 1st: get|id
Original: add|managed|listener , predicted 1st: add
Original: class , predicted 1st: add
Original: test|remove|x|attr , predicted 1st: test|remove
Original: add|transition|to|active|cli|opts , predicted 1st: add
Original: set|size , predicted 1st: set
Original: del , predicted 1st: get
Original: get|web|app|context , predicted 1st: get|context
Original: main , predicted 1st: get
Original: class , predicted 1st: add
Original: get|root , predicted 1st: get
Original: remove|cache|pool , predicted 1st: remove
Original: append , predicted 1st: set
Original: maybe|init|builder , predicted 1st: run
Original: gauge , predicted 1st: set
Original: get|default|extension , predicted 1st: get|display|name
Original: add|failover|thread , predicted 1st: test|test
Original: do|an|action , predicted 1st: test
Original: remove , predicted 1st: remove
Original: init|application|tags , predicted 1st: run
Original: list|x|attrs , predicted 1st: create
Original: add|context , predicted 1st: create
Original: gauge , predicted 1st: set
Original: close , predicted 1st: write
Original: init|scope , predicted 1st: set
Original: remove|datanode , predicted 1st: remove
Original: id , predicted 1st: add
Original: open , predicted 1st: read
Original: h , predicted 1st: get
Original: h , predicted 1st: get
Original: set|up , predicted 1st: set|up
Original: create|dir , predicted 1st: set|up
Original: pre , predicted 1st: get
Original: ul , predicted 1st: get
Original: create|symlink , predicted 1st: create
Original: cite , predicted 1st: add
Original: b , predicted 1st: get
Original: new|instance , predicted 1st: get
Original: get|one|line , predicted 1st: write
Original: scale|config|parameter , predicted 1st: get|value
Original: onblur , predicted 1st: add
